0.01		18.1248	149.524		18.3009	149.544		18.178	148.993		18.0716	148.09		18.0716	149.34
0.04		71.8561	163.865		71.639	176.739		71.8561	161.219		71.5817	157.794		71.5817	163.951
0.07		126.136	193.015		125.293	244.596		124.805	180.894		124.805	174.3		124.805	191.486
0.1		179.667	265.275		177.672	3574.94		178.094	212.634		178.086	212.071		178.508	259.837
0.13		233.054	2615.6		212.853	24545.6		231.182	265.308		230.527	2091.95		230.425	3062.71
0.16		269.533	18572.7		234.689	42432.4		283.697	387.165		275.272	9416.45		269.218	16378.6
0.19		298.631	29567.7		255.963	55612.3		336.818	3195.85		317.067	13369.9		296.333	28497.7
0.22		318.194	41402.8		275.894	56989.9		367.436	23413.5		355.168	19071.1		318.157	41032.4
